original_index,match_result,score_reasons,score,distance_m,expected_type,textQuery,api_name,original_detail,api_types,api_formattedAddress,api_location,api_rating,api_userRatingCount,api_placeId,api_URI
7897,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<5km (+2), name_sim>0.92 (+4), type_match:'park' (+2)",8,2378.73,park,อุทยานแห่งชาติภูเวียง ภูเวียง ขอนแก่น ประเทศไทย,อุทยานแห่งชาติภูเวียง,"อุทยานแห่งชาติภูเวียงนักท่องเที่ยวก็ต้องนึกถึงไดโนเสาร์ ไม่เคยมีใครคาดคิดมาก่อนว่าบริเวณที่ราบสูงที่อยู่ในเขตประเทศไทยปัจจุบันนั้นจะเคยเป็นบ้านของไดโนเสาร์มาก่อนจนกระทั่งเมื่อปี พ.ศ. 2519 มีการสำรวจแหล่งแร่ยูเรเนียมในบริเวณอุทยานแห่งชาติภูเวียง ระหว่างการสำรวจนักธรณีวิทยาได้ค้นพบซากกระดูกชิ้นหนึ่งเข้า และเมื่อส่งไปให้ผู้เชี่ยวชาญชาวฝรั่งเศสวิจัยผลปรากฏออกมาว่าเป็นกระดูกหัวเข่าข้างซ้ายของไดโนเสาร์ จากนั้นนักสำรวจก็ได้ทำการขุดค้นกันอย่างจริงจังเรื่อยมากระทั่งปัจจุบัน   อุทยานแห่งชาติภูเวียงครอบคลุมพื้นที่ 380 ตารางกิโลเมตร ในเขตอำเภอเวียงเก่า อำเภอภูเวียง อำเภอสีชมพู และอำเภอชุมแพ ประกอบด้วยสิ่งที่น่าสนใจ ได้แก่       บนยอดภูประตูตีหมา หลุมขุดค้นที่ 1 ได้พบฟอสซิลไดโนเสาร์พันธุ์หนึ่งมีลำตัวสูงใหญ่ประมาณ 15 เมตร คอยาว หางยาว เป็นพันธุ์กินพืชซึ่งไม่เคยพบที่ใดมาก่อน จึงได้อัญเชิญพระนามของสมเด็จพระเทพฯ มาตั้งชื่อ ไดโนเสาร์ พันธุ์นี้เพื่อเป็นการเฉลิมพระเกียรติว่า ""ภูเวียงโกซอรัส สิรินธรเน่"" (Phuwianggosauras Sirindhornae) และในบริเวณหลุมขุดค้นเดียวกันนั้นเอง นักสำรวจได้พบฟันของไดโนเสาร์ประเภทกินเนื้อปะปนอยู่มากกว่า 10 ซี่ ทำให้สันนิษฐานได้ว่าโซโรพอดตัวนี้อาจเป็นอาหารของเจ้าของฟันเหล่านี้แต่ในกลุ่มฟันเหล่านี้มีอยู่หนึ่งซี่ที่มีลักษณะแตกต่างกันออกไป เมื่อนำไปศึกษาปรากฎว่าฟันชิ้นนี้เป็นลักษณะฟันไดโนเสาร์พันธุ์ใหม่ที่ไม่เคยค้นพบมาก่อนเช่นกัน จึงตั้งชื่อเป็นเกียรติแก่ผู้ค้นพบ นายวราวุธ สุธีธร ว่า ""ไซแอมโมซอรัส สุธีธรนี่"" (Siamosaurus Suteethorni) ผู้สนใจสามารถเดินไปชมได้ หลุมขุดค้นที่ 1 นั้นอยู่ไม่ไกลจากที่ทำการอุทยานและยังสามารถเดินไปชมหลุมขุดค้นที่ 2 และที่ 3 ซึ่งอยู่บริเวณใกล้เคียงด้วย      ฟอสซิล ""ไซแอมโมไทรันนัส อีสานเอ็นซิส"" (Siamotyrannus Isanensis) เป็นสิ่งที่ชี้ว่าไดโนเสาร์จำพวกไทรันโนซอร์มีต้นกำเนิดในทวีปเอเชียเพราะฟอสซิลที่พบที่นี่เป็นชิ้นที่เก่าแก่ที่สุด(120 130 ล้านปี) แต่กระดูกชิ้นนี้ได้นำไปจัดแสดงไว้ที่พิพิธภัณฑ์ในกรมทรัพยากรธรณี กรุงเทพฯ      บริเวณหินลาดป่าชาด หลุมขุดค้นที่ 8 พบรอยเท้าไดโนเสาร์จำนวน 68 รอยอายุประมาณ 140 ล้านปี เกือบทั้งหมดเป็นรอยเท้าไดโนเสาร์กินเนื้อพันธุ์เล็กที่สุดในโลกเดิน 2 เท้า แต่หนึ่งในรอยเท้าหล่านั้น มีขนาดใหญ่ผิดจากรอยอื่น คาดว่าเป็นของคาร์โนซอรัส การไปชมควรเดินทางด้วยรถขับเคลื่อน 4 ล้อ ใช้เวลาประมาณ 1 ชั่วโมง ห่างจากที่ทำการ 19 กิโลเมตร ส่วนฟอสซิลดึกดำบรรพ์อื่นๆ ที่ขุดพบ เช่น ซากลูกไดโนเสาร์ ซากจระเข้ขนาดเล็ก ซากหอย 150 ล้านปี จะอยู่กระจัดกระจายกันอยู่ตามหลุมต่างๆ      ความน่าสนใจของที่นี่ไม่ได้มีเพียงแต่ไดโนเสาร์เท่านั้นยังมีการพบร่องรอยอารยธรรมโบราณด้วย โดยพบ ""พระพุทธรูปปางไสยาสน์"" ประติมากรรมนูนสูงสลักบนหน้าผาของยอดเขาภูเวียง สร้างขึ้นตั้งแต่สมัยพุทธศตวรรษที่ 14 ลักษณะท่านอนได้รับอิทธิพลจากอินเดีย พระเศียรหนุนแนบกับต้นแขนขวาแขนซ้ายทอดไปตามลำพระองค์ นอกจากนี้""ถ้ำฝ่ามือแดง"" ที่บ้านหินร่องมีงานศิลปะของมนุษย์ถ้ำโบราณ ลักษณะของภาพเกิดจากการพ่นสีแดงลงไปในขณะที่มือทาบกับผนังถ้ำก่อให้เกิดเป้นรูปฝ่ามือขึ้น      ส่วนแหล่งท่องเที่ยวทางธรรมชาติ ในบริเวณอุทยานฯจะมีน้ำตกอยู่สองสามแห่ง ""น้ำตกทับพญาเสือ"" เป็นน้ำตกเล็กๆตั้งอยู่ใกล้กับถ้ำฝ่ามือแดง ""น้ำตกตาดฟ้า"" เป้นน้ำตกขนาดใหญ่ สูงประมาณ 15 เมตร  สามารถเข้าถึงได้ทางรถยนต์อยู่ห่างจากอำเภอภูเวียง 18 กิโลเมตร และขึ้นเขาไปอีก 6 กิโลเมตร ตรงต่อไปจากน้ำตกตาดฟ้าอีก 5 กิโลเมตร จะถึง""น้ำตกตาดกลาง"" นอกจากน้ำตกก็ยังมีแหล่งท่องเที่ยวประเภอทุ่งหญ้าและลานหิน ซึ่งจะมีดอกไม้ป่านานาพันธุ์บานในช่วงหลังฤดูฝนได้แก่""ทุ่งใหญ่เสาอาราม"" ""หินลาดวัวถ้ำกวาง"" และ""หินลาดอ่างกบ""        ","national_park, tourist_attraction, park, point_of_interest, establishment",M6XF+47F ตำบล ในเมือง อำเภอ เวียงเก่า ขอนแก่น 40150,"{'latitude': 16.697803099999998, 'longitude': 102.2231674}",4.5,311.0,ChIJS8fvBII5IjERbwbs_Z2jNj0,https://maps.google.com/?cid=4410892784021276271&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
7900,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<1km (+3), name_sim<=0.6 (+0), district_match (+2), type_match:'market' (+2)",7,899.84,market,ตลาดถนนข้าวเม่าริมโขง เมืองบึงกาฬ บึงกาฬ ประเทศไทย,ตลาดสดบึงกาฬ,เมื่อวันที่ 23 มีนาคม พ.ศ. 2554 เทศบาลตำบลบึงกาฬ ได้ดำเนินการจัดถนนคนเดินเมื่อปี พ.ศ. 2556 บริเวณถนนริมโขง ทุกวันศุกร์และวันเสาร์ เวลา 16.00 น. เป็นต้นไป เพื่ออำนวยความสะดวกให้แก่ประชาชนและนักท่องเที่ยวที่เดินทางมายังจังหวัดบึงกาฬ ได้มีโอกาสเดินเล่นซื้อของสัมผัสบรรยากาศริมโขงและสัมผัสอากาศเย็นสบายกำลังดี มีการจำหน่ายอาหารของดีของท้องถิ่นและสินค้า OTOP ที่ขึ้นชื่อของจังหวัดบึงกาฬ สินค้าเกษตร ผลไม้ตามฤดูกาล อาหารพื้นเมือง เสื้อผ้าแฟชั่น รองเท้า ผ้าซิ่น ผ้าพื้นเมือง,"market, point_of_interest, establishment",65/2 Bungkan Rd ตำบล วิศิษฐ์ อำเภอเมืองบึงกาฬ บึงกาฬ 38000,"{'latitude': 18.3653062, 'longitude': 103.6530696}",4.0,616.0,ChIJe2Kvpo7WOjER8bAImex5eoY,https://maps.google.com/?cid=9690191605327769841&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
7905,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim<=0.6 (+0), district_match (+2)",7,93.73,tourist_attraction,ศูนย์คชศึกษา หมู่บ้านช้างบ้านตากลาง ท่าตูม สุรินทร์ ประเทศไทย,ลานแสดงช้างคชศึกษา,การเลี้ยงช้างชาวบ้านตากลางดั้งเดิมเป็นชาวกูย หรือกวย มีความชำนาญในการคล้องช้างป่า ฝึกหัดช้างและเลี้ยงช้าง ส่วนมากต้องเดินทางไปคล้องช้างที่บริเวณชายแดนต่อเขตประเทศกัมพูชา ปัจจุบัน สภาวะการเมืองทำให้ไม่สามารถคล้องช้างได้ แต่ชาวบ้านก็ยังคงมีการเลี้ยงช้าง และการฝึกช้างเพื่อการแสดงในงานช้างของจังหวัดทุกปี รวมถึงการสัมผัสการดำเนินชีวิตของชาวกูย พร้อมทั้งได้พบปะพูดคุยกับหมอช้างที่มีประสบการณ์ในการคล้องช้าง ซึ่งชาวบ้านตากลางเลี้ยงช้างไว้เป็นเพื่อน นอนร่วมชายคาเดียวกับตน ดังนั้นถ้าท่านได้ไปที่บ้านตากลาง นอกจากจะได้เห็นสภาพโรงช้างดังกล่าวแล้ว ยังได้สัมผัสการดำรงชีวิตของชาวกูย และทางจังหวัดได้มีการจัดสร้างพิพิธภัณฑ์ช้างขึ้นในหมู่บ้าน และโฮมเสย์ในการพักค้างแรมเพื่อศึกษาวิถีคนกับช้าง,"tourist_attraction, point_of_interest, establishment",99 หมู่16 บ้านบุรี ตำบล กระโพ อำเภอ ท่าตูม สุรินทร์ 32120,"{'latitude': 15.266056700000002, 'longitude': 103.4939487}",4.7,60.0,ChIJlyU2tqLXGTER6EYT8N6sH48,https://maps.google.com/?cid=10313151745212237544&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
7910,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim>0.6 (+1), type_match:'place_of_worship' (+2)",8,0.0,place_of_worship,หลวงพ่อโต วัดตาลเจ็ดยอด กุยบุรี ประจวบคีรีขันธ์ ประเทศไทย,วัดตาลเจ็ดยอด,หลวงพ่อโต วัดตาลเจ็ดยอด วัดตาลเจ็ดยอดเป็นชื่อที่ตั้งตามหมู่บ้าน แต่ตัววัดจริงๆ ตั้งอยู่ใน ตำบลศาลาลัย สาเหตุที่ตั้งชื่อนี้น่าจะเป็นเพราะคำว่า  ตาลเจ็ดยอด  เป็นชื่อที่มีคนรู้จักซึ่งเดิมทีมีต้นตาลอยู่ 7 ยอดจริงๆ แต่ก่อนหน้าปี 2500 ได้ถูกตัดไประหว่างที่สร้างรถไฟสายใต้เนื่องด้วยตาลขวางทางรถไฟ แต่ผู้สร้างทางรถไฟไม่ได้ตัดทิ้งเสียเลยทีเดียว แต่ทำให้ต้นตาลตายเสียหายโดยวิธีธรรมชาติและตัดทิ้งในภายหลัง ส่วนสิ่งศักดิ์สิทธิ์คู่วัดตาลเจ็ดยอดนี้ก็คือรูปหล่อสมเด็จพระพุฒาจารย์ (โต พรหมรังสี) ขนาดหน้าตักกว้างถึง 11 เมตร สูง 18 เมตรซึ่งถือว่าเป็นรูปหล่อองค์ สมเด็จพระพุฒาจารย์โตที่ใหญ่ที่สุดในโลกและด้านหน้าองค์สมเด็จโต ได้มีการเทหล่อรูปเหมือนขนาดบูชาเท่าองค์จริงของครูบาอาจารย์หลายรูป อาทิเช่น พระอาจารย์มั่น หลวงปู่ทวด หลวงปู่ศุข หลวงปู่สดและพระพุทธรูปอีกหลายองค์นอกจากนี้ได้ทำการปรับปรุงสถานที่ ภูมิทัศน์บริเวณวัดตาลเจ็ดยอดให้มีความร่มรื่นมากขึ้นเพื่อรองรับนักท่องเที่ยวที่จะมาเยี่ยมเยือนวัด นับว่าวัดแห่งนี้ก็เป็นวัดที่มีความน่าสนใจอีกวัดหนึ่งมากเลยทีเดียว,"tourist_attraction, place_of_worship, point_of_interest, establishment",6VQJ+32F วัดตาลเจ็ดยอด ตำบลศาลาลัย อำเภอสามร้อยยอด ประจวบคีรีขันธ์ 77180,"{'latitude': 12.2376885, 'longitude': 99.8800572}",4.6,811.0,ChIJeT9C8T81_DARA1SeuOBhlfA,https://maps.google.com/?cid=17335869958430544899&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
7916,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim>0.75 (+2)",7,0.0,lodging,โฮมสเตย์บ้านนาหมอม้า เมืองอำนาจเจริญ อำนาจเจริญ ประเทศไทย,โรงเรียนบ้านนาหมอม้า,ตามที่บ้านนาหมอม้าได้ส่งผลิตภัณฑ์เสื่อกกเข้าประกวดและได้รับรางวัล OVC (OTOP Village Champion) เมื่อปี 2550 จึงเป็นจุดกำเนิดของหมู่บ้านโฮมสเตย์ โดยมีวัตถุประสงค์เพื่อรองรับนักท่องเที่ยวที่เดินทางมาศึกษาดูงานหรือมาชมผลิตภัณฑ์จากเสื่อกกและผลิตภัณฑ์กลุ่มอาชีพอื่นๆ เช่น กลุ่มทอผ้า กลุ่มหมอนขิด กลุ่มทำตะกร้าเถาวัลย์ เป็นต้น  พื้นที่ตำบลนาหมอม้า มีวิถีชีวิต ประเพณีและวัฒนธรรมที่เป็นเอกลักษณ์ ประกอบกับพื้นที่ตำบลนาหมอม้า มีทรัพยากรธรรมชาติที่สมบูรณ์ มีแม่น้ำสายสำคัญ คือ ลำเซบาย ช่วยให้ชุมชนตำบลนาหมอม้ามีน้ำเพียงพอต่อการประกอบอาชีพเกษตรกรรม มีการทำประมงน้ำจืด ดำรงชีพตามหลักเศรษฐกิจพอเพียง ซึ่งสามารถที่จะพัฒนาเป็นแหล่งท่องเที่ยวเชิงเกษตรได้ กิจกรรมอื่นๆที่ท่านจะได้สัมผัสได้เท่าที่มีเวลา คือ กิจกรรมทอเสื่อกก เดินป่า ล่องลำน้ำลำเซบาย เที่ยวเชิงเกษตร ชมโบราณสถานโบราณวัตถุ ป่าหินงาม ใบเสมาพันปี พระแกะสลักสมัยขอมราวศตวรรษที่ 12 13 ขี่ม้า นั่งรถม้า ล่องแพ ร่วมรับประทานอาหารตามวิถีชีวิตพื้นบ้าน,"primary_school, school, point_of_interest, establishment",9 หมู่ 1 บ้านนาหมอม้า ต. บ้านนาหมอม้า อ. เมือง บ้านนาหมอม้า ตำบล นาหมอม้า เมือง อำนาจเจริญ 37000,"{'latitude': 15.8634987, 'longitude': 104.46683089999999}",,,ChIJ4UuGJfovFjERcUDYrHiCVrc,https://maps.google.com/?cid=13210890011745468529&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
7926,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim>0.6 (+1), district_match (+2)",8,0.0,tourist_attraction,ธรรมาสน์สิงห์ศิลปะญวณที่บ้านชีทวน เขื่องใน อุบลราชธานี ประเทศไทย,ธรรมาสน์สิงห์ และหอแจก วัดศรีนวลแสงสว่างอารมณ์ บ้านชีทวน,ตั้งอยู่ที่ศาลาการเปรียญวัดศรีนวลแสงสว่างอารมณ์ บ้านชีทวน ตำบลชีทวน เป็นธรรมาสน์ที่แตกต่างจากธรรมาสน์โดยทั่วไปกล่าวคือ มีลักษณะเป็นรูปสิงห์ยืนเทินบุษบก (ตัวธรรมาสน์) สร้างด้วยอิฐถือปูน ยอดปราสาทเป็นเครื่องไม้ทำเป็นชั้นซ้อนลดหลั่นประดับตกแต่งลายปูนปั้น และลายเขียนสีแบบศิลปะญวนทั้งหลัง ธรรมาสน์นี้สันนิษฐานว่าสร้างขึ้นในปี พ.ศ. 2468 โดยช่างชาวญวน และถือเป็นประติมากรรมที่มีคุณค่ายิ่งทางด้านศิลปวัฒนธรรมพื้นเมือง ,"place_of_worship, point_of_interest, establishment",7MM6+7W2 วัดศรีนวลแสงสว่างอารมณ์ ตำบล ชีทวน อำเภอ เขื่องใน อุบลราชธานี 34150,"{'latitude': 15.2831391, 'longitude': 104.6622678}",4.7,42.0,ChIJK9rYrq2KFjER-ndq0znBp6s,https://maps.google.com/?cid=12369067355700623354&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
7948,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<500m (+4), name_sim<=0.6 (+0), district_match (+2), type_match:'park' (+2)",8,349.9,park,อุทยานแห่งชาติแม่วงก์  นครสวรรค์ แม่วงก์ นครสวรรค์ ประเทศไทย,ลานกางเต็นท์แม่เรวา,"  ตั้งอยู่ในเขตของ 2 จังหวัดที่ อำเภอปางศิลาทอง จังหวัดกำแพงเพชร และ อำเภอแม่วงก์ อำเภอแม่เปิน จังหวัดนครสวรรค์ พื้นที่ส่วนใหญ่จะเป็นแหล่งกำเนิดต้นน้ำลำธารจากเทือกเขาสูง ทำให้เกิดเป็นน้ำตกที่สวยงามมากกว่า 5 แห่ง    ช่วงที่เหมาะแก่การท่องเที่ยวมากที่สุดคือ ฤดูหนาว ระหว่างเดือนพฤศจิกายน กุมภาพันธ์ ยอดเขาที่สูงที่สุด คือ ยอดเขาโมโกจู เป็นยอดเขาที่สูงที่สุดในอุทยานแห่งชาติแม่วงก์ และสูงที่สุดในผืนป่าตะวันตก ห่างจากที่ทำการอุทยานฯ ประมาณ 38 กิโลเมตร เป็นยอดเขาที่นักนิยมการท่องเที่ยวแบบเดินป่า ปีนเขา ต้องการที่จะไปเยือนสักครั้ง ด้วยความสูง 1,964 เมตร คำว่า  โมโกจู  เป็นภาษากะเหรี่ยง แปลว่า เหมือนฝนจะตก เนื่องจากบนยอดเขามักถูกปกคลุมด้วยเมฆหมอกและมีอากาศหนาวเย็นตลอดเวลา ผู้สนใจจะไปสัมผัสยอดเขาโมโกจู ต้องเตรียมร่างกายให้แข็งแรงเพราะทางเดินขึ้นเขามีความลาดชันไม่ต่ำกว่า 60 องศา ใช้เวลาในการเดินทางไป กลับ 5 วัน และต้องพักแรมในป่าตามจุดที่กำหนด นอกจากนั้นควรศึกษาสภาพเส้นทาง สภาพอากาศ และติดต่อเจ้าหน้าที่นำทางจากอุทยานฯ ซึ่งเปิดให้เดินขึ้นยอดเขาโมโกจูในเดือนพฤศจิกายน กุมภาพันธ์ และเส้นทางศึกษาธรรมชาติน้ำตกธารบุญมี ซึ่งใช้เวลาในการเดิน 2 ชั่วโมง สามารถศึกษาพันธุ์ไม้ชนิดต่าง ๆ และพันธุ์นกต่าง ๆ ที่หาดูได้ยากอีกด้วย  ล่องแก่งแม่วงก์  ความยากระดับ 2 3 ที่หน่วยพิทักษ์อุทยานแห่งชาติแม่วงก์ ที่ มว.4 (แม่เรวา) ล่องตามลำน้ำแม่วงก์ซึ่งคดโค้งสวยงามมาก สิ้นสุดที่แก่งลานนกยูงบริเวณหน่วยพิทักษ์ฯ ระยะทางประมาณ 7 กม. ใช้เวลาล่อง 1.30 ชม. หน่วยพิทัหษ์ฯ มีบ้านพักและสถานที่กางเต๊นท์ไว้บริการ","park, tourist_attraction, point_of_interest, establishment",W89G+QVX ตำบล แม่เล่ย์ อำเภอแม่วงก์ นครสวรรค์ 62140,"{'latitude': 15.9194969, 'longitude': 99.32723399999999}",4.3,30.0,ChIJ0QZ0E1LI4DARXouv10XZxQo,https://maps.google.com/?cid=776265404785855326&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
7949,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<5km (+2), name_sim>0.92 (+4), district_match (+2)",8,1574.74,tourist_attraction,เมืองโบราณยะรัง ยะรัง ปัตตานี ประเทศไทย,เมืองโบราณยะรัง,เป็นชุมชนสมัยแรกเริ่มประวัติศาสตร์ที่ใหญ่ที่สุดแห่งหนึ่งในภาคใต้ของประเทศไทย และเชื่อว่าเป็นที่ตั้งอาณาจักรโบราณที่มีชื่อว่า “ลังกาสุกะ” หรือ “ลังยาเสียว” ตามที่มีหลักฐานปรากฏในเอกสารของจีน ชวา มลายู และอาหรับ  ลักษณะของเมืองโบราณยะรัง สันนิษฐานว่า มีผังเมืองเป็นรูปวงรีขนาดใหญ่ในพื้นที่ประมาณ 9 ตารางกิโลเมตร เป็นเมืองที่มีการสร้างทับซ้อนกันถึง 3 เมือง ขยายตัวเชื่อมต่อกัน ประกอบไปด้วย   เมืองโบราณบ้านวัด  มีศูนย์กลางเป็นลานจัตุรัสกลางเมือง ล้อมรอบด้วยคูน้ำและมีซากเนินดินโบราณสถานกระจายอยู่โดยรอบกว่า 25 แห่ง โดยเฉพาะอย่างยิ่งทางทิศตะวันตกและทางทิศเหนือในบริเวณพื้นที่บ้านจาเละ   เมืองโบราณบ้านจาเละ  มีศูนย์กลางอยู่ที่สระน้ำ โอบล้อมด้วยคูเมืองรูปสี่เหลี่ยมถัดจากกลุ่มโบราณสถานบ้านวัดขึ้นไปทางทิศเหนือประมาณ 1 กิโลเมตร   เมืองโบราณบ้านปราแว  เป็นเมืองคูน้ำ คันดินขนาดเล็กที่มีผังเมืองเป็นรูปสี่เหลี่ยมด้านไม่เท่ามีป้อมดินทั้ง 4 มุมเมือง และมีคลองส่งน้ำต่อเชื่อมกับคูเมืองโบราณบ้านจาเละสี่มุมเมืองด้านทิศเหนือทั้ง 2 ด้าน นอกจากร่องรอยของคูน้ำ  คันดินคูเมืองโบราณทั้ง 3 แห่งแล้ว  ภายในกลุ่มเมืองโบราณนี้ ยังปรากฏซากโบราณสถานเนินดินกระจัดกระจายอยู่ทั่วไปไม่น้อยกว่า 30 แห่ง  ,"museum, point_of_interest, establishment","Q865+72G, ทางหลวงแผ่นดินหมายเลข 410, ตำบล ยะรัง อำเภอ ยะรัง ปัตตานี 94160","{'latitude': 6.760679, 'longitude': 101.3075884}",4.4,106.0,ChIJu4g05fgIszERACJJUve0RzA,https://maps.google.com/?cid=3478948211497443840&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
7951,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim>0.6 (+1), district_match (+2)",8,0.0,tourist_attraction,วิหารพ่อปู่สามร้อยยอด สามร้อยยอด ประจวบคีรีขันธ์ ประเทศไทย,วัดสามร้อยยอด,,"tourist_attraction, place_of_worship, point_of_interest, establishment",6V8J+94X ตำบล ไร่เก่า อำเภอสามร้อยยอด ประจวบคีรีขันธ์ 77180,"{'latitude': 12.2159801, 'longitude': 99.8803578}",4.6,236.0,ChIJ0b1i6g81_DARNGBD8UkIblE,https://maps.google.com/?cid=5867636478183694388&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
7955,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim<=0.6 (+0), district_match (+2)",7,0.0,tourist_attraction,วิสาหกิจชุมชนไร่บ้านอ้อ ปลวกแดง ระยอง ประเทศไทย,ไร่บ้านอ้อ สับปะรดผลสด,,"farm, market, point_of_interest, establishment",39/2 ม.2 ตาสิทธิ์ ตำบลตาสิทธิ์ อำเภอปลวกแดง ระยอง 21140,"{'latitude': 13.0374912, 'longitude': 101.2537002}",4.7,13.0,ChIJHZY6Nl_ZAjER_xBHlJE2C60,https://maps.google.com/?cid=12469119992191193343&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
7957,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim<=0.6 (+0), district_match (+2)",7,0.4,park,อุทยานธรรมะและหอศิลป์ เมืองลำพูน ลำพูน ประเทศไทย,หอศิลป์ อินสนธิ์ วงค์สาม - Inson Wongsam Art Gallery,"อุทยานมีเนื้อที่ประมาณ 13 ไร่ ก่อตั้งโดยคุณอินสนธิ์ วงศ์สาม ศิลปินแห่งชาติ สาขาทัศนศิลป์ (ประติมากรรม) ปี พ.ศ. 2542และคุณเวนิเซีย วอล์คกี้ ประติมากรชาวอังกฤษ มีวัตถุประสงค์เพื่อจะเป็นแหล่งท่องเที่ยวประเภทศิลปะและธรรมะ แสดงงานศิลปะโดยสอดแทรกธรรมะซึ่งเข้าใจง่ายและสนุกสนาน อุทยานฯ เป็นสวนร่มรื่น เพื่อเข้าถึงสัจธรรมแห่งชีวิตตามแนวคำสอนของพระพุทธศาสนา หอศิลป์ นั้นใช้จัดแสดงงานประติมากรรมทางพระพุทธศาสนา รอบ ๆ อาคารมีแบบจำลองประติมากรรมเกี่ยวกับธรรมะและพระพุทธศาสนา ผลงานชิ้นเอกคือ ""น้ำพุแห่งปัญญา"" แสดงถึงหลักธรรมแห่งมรรค 8 รอบ มีมุมแสดงเสียงพิเศษ เรือนไทยแสดงผลงานและประวัติของคุณอินสนธ์ วงค์สาม นอกจากนี้ยังเป็นศูนย์กลางเรียนรู้ชุมชนท้องถิ่นในการอนุรักษ์ธรรมชาติและสิ่งแวดล้อม ทุกวันเสาร์ อาทิตย์ จะมีการแสดงการปั่นฝ้าย ทำฝ้าย ย้อมสี ทอผ้า ฯลฯ สามารถทดลองปั่นและทอฝ้าย ทำหลังคาบ้านจากหญ้าแฝก สร้างมู่ลี่ เรียนรู้การทำบ้านดิน ค่าเข้าชม 500 บาท (รวมวิทยากรนำชมพื้นที่โดยรอบ หอศิลป์ และบ้านศิลปินแห่งชาติ อินสนธิ์ พร้อมอาหารว่าง) และ 1,000 บาท (รวมวิทยากรนำชมพื้นที่โดยรอบหอศิลป์ และบ้านศิลปินแห่งชาติ อินสนธิ์ พร้อมอาหารกลางวัน) ","tourist_attraction, coffee_shop, cafe, museum, food_store, store, food, point_of_interest, establishment",109 บ้านป่าซางน้อย 2 ตำบล บ้านแป้น อำเภอเมืองลำพูน ลำพูน 51000,"{'latitude': 18.521031, 'longitude': 98.94447029999999}",4.8,78.0,ChIJ16m3FynM2zARzGDRKr5xZEs,https://maps.google.com/?cid=5432592112091750604&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
