original_index,match_result,score_reasons,score,distance_m,expected_type,textQuery,api_name,original_detail,api_types,api_formattedAddress,api_location,api_rating,api_userRatingCount,api_placeId,api_URI
6074,ไม่ตรง,"distance<1km (+3), name_sim<=0.6 (+0), district_match (+2)",5,567.75,tourist_attraction,เมืองบาดาล สังขละบุรี กาญจนบุรี ประเทศไทย,เจดีย์พุทธคยา,เมืองบาดาล(วัดใต้น้ำ) หรือ วัดวังก์วิเวการาม(เก่า) ตั้งอยู่หมู่ที่ 2 บ้านวังกะ ตำบลหนองลู อำเภอสังขละบุรี จังหวัดกาญจนบุรี แต่เดิมสร้างขึ้นในปี พ.ศ.2496 ซึ่ง ณ ปัจจุบันกลายเป็นสถานที่ท่องเที่ยวอีกสถานที่หนึ่งในประเทศไทย ที่แฝงไปด้วยมนต์เสน่ห์ของความอัศจรรย์ จนถูกขนานนามให้เป็นหนึ่งในความมหัศจรรย์ของประเทศไทย  เป็นบริเวณชุมชนเก่าของสังขละบุรี ถูกน้ำเข้าท่วมในช่วงที่สร้างเขื่อน ทำให้จมอยู่ใต้น้ำมานานกว่า 30 ปีแล้ว โดยในช่วงน้ำลดจะสามารถสังเกตเห็นตัวโบสถ์ของวัดได้อย่างชัดเจน,"tourist_attraction, place_of_worship, point_of_interest, establishment",4FH2+563 ซอย เจดีย์พุทธคยา ตำบลหนองลู อำเภอสังขละบุรี กาญจนบุรี 71240,"{'latitude': 15.1278854, 'longitude': 98.4505453}",4.5,2337.0,ChIJQQTgN0hi5jAR6yTzAsXIUys,https://maps.google.com/?cid=3122059715181487339&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
6077,ไม่ตรง,"distance<200m (+5), name_sim<=0.6 (+0)",5,0.0,tourist_attraction,เมืองหุ่นเหล็ก  อัมพวา สมุทรสงคราม ประเทศไทย,THE HOLY LAND THAILAND เมืองหุ่นเหล็ก,จุดแวะพักบริเวณตำบลคลองโคน กม. 72 ตรงข้ามปั๊ม ปตท.,"tourist_attraction, point_of_interest, establishment",50 ถ. พระรามที่ 2 ตำบล แม่กลอง อำเภอเมืองสมุทรสงคราม สมุทรสงคราม 75000,"{'latitude': 13.358058699999999, 'longitude': 99.9387813}",4.4,118.0,ChIJo0FQnEPV4jARFhwrK2pzy_Y,https://maps.google.com/?cid=17783434453430508566&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
6079,ไม่ตรง,"distance<500m (+4), name_sim<=0.6 (+0), district_match (+2)",6,231.69,tourist_attraction,เขื่อนท่างิ้ว ห้วยยอด ตรัง ประเทศไทย,อ่างเก็บน้ำคลองท่างิ้ว อันเนื่องมาจากพระราชดำริ,ที่มาของโครงการสร้างอ่างเก็บน้ำมาจากราษฎรตําบลท่างิ้ว ตําบลหนองช้างแล่น และตําบลห้วยนาง ได้มีหนังสือของพระราชทานสร้างอ่างเก็บน้ำและ ระบบส่งน้ำ เมื่อวันที่ 25 กันยายน 2532 ต่อมาสํานักราชเลขาธิการได้มีหนังสือที่ รล 0005/3231 ลงวันที่ 2 มีนาคม 2533 แจ้งกรม ฯ ว่าได้นําความกราบบังคมทูลพระกรุณาทราบฝ่าละอองธุลีพระบาทแล้วโปรดเกล้าโปรดกระหม่อม ให้รับโครงการอ่างเก็บน้ำคลองท่างิ้วไว้เป็นโครงการอันเนื่องมาจากพระราชดําริ อ่างเก็บน้ำท่างิ้ว ใช้ระยะเวลาก่อสร้าง 7 ปี (2537 &ndash; 2543) ขนาดความจุ 20.40 ล้านลูกบาศก์เมตร,"point_of_interest, establishment",RMQV+C4G Unnamed Road ตำบล ท่างิ้ว อำเภอ ห้วยยอด ตรัง 92130,"{'latitude': 7.838572699999999, 'longitude': 99.6928353}",4.5,24.0,ChIJ7wtB1vVxUjARZbow6w87DXs,https://maps.google.com/?cid=8866808180918762085&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
6090,ไม่ตรง,"distance<5km (+2), name_sim>0.6 (+1), district_match (+2)",5,1569.16,tourist_attraction,บ้าน ม.ร.ว.คึกฤทธิ์ สาทร กรุงเทพมหานคร ประเทศไทย,บ้านหม่อมราชวงศ์คึกฤทธิ์ปราโมช,เป็นบ้านเรือนไทยของหม่อมราชวงศ์คึกฤทธิ์ ปราโมช ปูชนียบุคคลท่านหนึ่งที่มีความสำคัญต่อประเทศไทยทั้งด้านการเมืองและศิลปะ เป็นหมู่เรือนไทยที่เป็นที่อยู่อาศัยประกอบด้วยเรือนไม้สักขนาดต่างๆ กัน 5 หลัง  หอนก และหอพระ มีนอกชานเชื่อมถึงกันตลอด ชั้นล่างเป็นใต้ถุนโล่ง มีศาลาไทยหลังใหญ่หน้าบ้านแยกไปจากกลุ่มเรือนที่เป็นที่อยู่อาศัยเพื่อใช้ประกอบกิจกรรมต่างๆ    มีศาลาอเนกประสงค์ชื่อว่า ศาลาไทย ไว้สำหรับทำกิจกรรมต่าง ๆ โดยได้แรงบันดาลใจมาจาก ศาลาใหญ่หน้าพระอุโบสถของวัดบวรนิเวศราชวรวิหาร ด้านในมีตู้ใส่หัวโขน 2 ตู้ ชวนให้นึกถึงโขนธรรมศาสตร์ ที่หม่อมท่านจัดตั้งขึ้น,"tourist_attraction, museum, point_of_interest, establishment",19 ซอย นราธิวาสราชนครินทร์ 7 แขวงยานนาวา เขตสาทร กรุงเทพมหานคร 10120,"{'latitude': 13.7203062, 'longitude': 100.53359990000001}",4.1,349.0,ChIJkYhJSzKf4jARdpi3iCipBR0,https://maps.google.com/?cid=2091263593540982902&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
6092,ไม่ตรง,"distance<5km (+2), name_sim>0.6 (+1), district_match (+2)",5,1290.32,tourist_attraction,สวนพฤกษศาสตร์เฉลิมพระเกียรติ เมืองนครราชสีมา นครราชสีมา ประเทศไทย,สวนพฤกษศาสตร์ มทส.,เป็นแหล่งเรียนรู้ก่อตั้งขึ้นภายหลังจากการจัดแสดงนิทรรศการในงานแสดงเกษตรและอุตสาหกรรมโลกปี 2538 (World Tech’95) ภายในมหาวิทยาลัยเทคโนโลยีสุรนารี ประกอบไปด้วยอาคารกาญจนาภิเษกและอุทยานผีเสื้อเฉลิมพระเกียรติ ซึ่งยังคงเปิดให้บริการตลอดมาจวบจนทุกวันนี้,"botanical_garden, park, point_of_interest, establishment",V29C+XRQ ตำบล สุรนารี อำเภอเมืองนครราชสีมา นครราชสีมา 30000,"{'latitude': 14.869956000000002, 'longitude': 102.0221108}",4.2,23.0,ChIJK1a47aatHjER8wnKLDt_Tu4,https://maps.google.com/?cid=17171802321341516275&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
6103,ไม่ตรง,"distance>=10km (+0), name_sim>0.92 (+4), district_match (+2)",6,13909.04,park,น้ำตกไทรโยคใหญ่ ไทรโยค กาญจนบุรี ประเทศไทย,น้ำตกไทรโยคใหญ่,เดิมเรียกว่า น้ำตกเขาโจน เนื่องจากเป็นน้ำตกที่ไหลลงจากหน้าผาสู่แม่น้ำแควน้อยราวกับกระโจนลงมา น้ำตกนี้จะมีน้ำในฤดูฝน ฤดูแล้งน้ำจะน้อย อยู่ในเขตอุทยานแห่งชาติไทรโยค เนื่องจากพระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว (ร.5) เคยเสด็จประพาสและได้พรรณนาถึงความสวยงามของน้ำตกนี้  ,"tourist_attraction, point_of_interest, establishment",หมู่ที่ 7 ตำบล ไทรโยค อำเภอไทรโยค กาญจนบุรี 71150,"{'latitude': 14.435312399999999, 'longitude': 98.85110429999999}",4.5,387.0,ChIJS7IUpr9r5DARx4ToFwsr8V4,https://maps.google.com/?cid=6841296635598243015&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
6121,ไม่ตรง,"distance<200m (+5), name_sim>0.6 (+1)",6,72.93,park,ดอยสวนยาหลวง ท่าวังผา น่าน ประเทศไทย,จุดชมวิวสวนยาหลวง,สวนยาหลวงเป็นพื้นที่ปลูกฝิ่นของชาวเขาเผ่าเมี่ยนที่ใหญ่มากๆ แห่งหนึ่งในประเทศไทย แต่ด้วยน้ำพระทัยของพ่อหลวงรัชกาลที่ 9 ที่ทรงให้ชาวบ้านหันมาปลูกพืชไร่ และพืชเศรษฐกิจอย่างเมล็ดกาแฟพันธ์อะราบิก้า ทดแทนฝิ่น ปัจจุบันกาแฟจึงกลายเป็นรายได้หลักของชาวบ้าน,"point_of_interest, establishment",7H2X+QH8 ตำบล ผาช้างน้อย อำเภอปง พะเยา 56140,"{'latitude': 19.251922, 'longitude': 100.598951}",4.7,48.0,ChIJT_xM6RgA2DARWC3pnVs6CPQ,https://maps.google.com/?cid=17584368910233840984&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
6125,ไม่ตรง,"distance>=10km (+0), name_sim>0.92 (+4)",4,23603.21,tourist_attraction,ผานกเค้า ชุมแพ ขอนแก่น ประเทศไทย,ผานกเค้า,ผานกเค้า เป็นภูเขาตั้งตระหง่านอยู่ริมลำน้ำพอง ในเขตท้องที่อำเภอภูผาม่าน หันหน้าชนกับภูกระดึง จังหวัดเลย ผานกเค้าอยู่ห่างจาก ตัวเมืองขอนแก่น 125 กิโลเมตร ตามทางหลวงสายขอนแก่น วังสะพุง ผานกเค้าอยู่ทางด้านซ้ายมือของบ้านดงลาน ลักษณะ ของผานกเค้าเป็นภูเขาหินสีดำ บางส่วนกระเทาะออกเห็นเนื้อหินสีส้ม มีต้นไม้ขึ้นปกคลุมอยู่ประปราย บริเวณที่จะมองเค้า โครงของนกเค้าได้ชัดเจน ควรเดินเข้าไปศูนย์เพาะชำกล้วยไม้ กองบำรุง กรมป่าไม้ ซึ่งตั้งอยู่อีกฟากถนน จะเห็นว่าลักษณะ ผาเหนือจงอยปากขึ้นไปมีลักษณะเป็ฯหงอนถัดลงมา เป็นหินกลมโค้งต่ำจากส่วนหงอนลงมาเป็นส่วนหัว ตรงกลางหัวมีรอย หินกระเทาะเป็นสีส้มอยู่ในตำแหน่งดวงตา ต่ำลงมาจากส่วนหัวจะถึงแนวปีกทั้งสองข้างที่กางออก,"neighborhood, political",ผานกเค้า ตำบล ผานกเค้า อำเภอ ภูกระดึง เลย,"{'latitude': 16.854872999999998, 'longitude': 101.9370998}",,,ChIJI0umQYWDITERfa06guBzAXM,https://maps.google.com/?cid=8287032197433175421&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
6131,ไม่ตรง,"distance<1km (+3), name_sim>0.6 (+1), district_match (+2)",6,663.31,tourist_attraction,หมู่บ้านท่องเที่ยวเชิงหัตถกรรมบ้านถวาย หางดง เชียงใหม่ ประเทศไทย,หมู่บ้านสวนหัตถกรรมถวาย,"หมู่บ้านหัตถกรรมไม้แกะสลัก ถือว่าเป็นแหล่งท่องเที่ยวทางวัฒนธรรมที่ขึ้นชื่อที่สุดแห่งหนึ่งของจังหวัดเชียงใหม่ เป็นที่รู้จักของนักท่องเที่ยวทั้งชาวไทยและชาวต่างประเทศ เป็นแหล่งกำเนิดของงานแกะสลักไม้ในจังหวัดเชียงใหม่ จนผลิตภัณฑ์ไม้แกะสลักได้รับความนิยมอย่างแพร่หลายในปัจจุบัน ทั้งด้านคุณค่า และคุณภาพของสินค้า      จุดรวมความหลากหลายของงานหัตถศิลป์ที่โดดเด่น เช่น งานแกะสลักไม้ , งานเดินเส้น – แต่งลาย , งานลงรัก – ปิดทอง , แอนติค , เครื่องเงิน , เครื่องเขิน , ผ้าทอ , เครื่องจักรสาน และเครื่องปั้นดินเผา เป็นต้น","point_of_interest, establishment",44 108 หางดง อำเภอหางดง เชียงใหม่ 50230,"{'latitude': 18.6850424, 'longitude': 98.92485769999999}",4.1,7.0,ChIJvTqm1QM02jARMbdo3okqsso,https://maps.google.com/?cid=14605783313146230577&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
6133,ไม่ตรง,"distance<5km (+2), name_sim<=0.6 (+0), district_match (+2)",4,3767.35,tourist_attraction,ศูนย์ท่องเที่ยววัฒนธรรมม้งเข็กน้อย เขาค้อ เพชรบูรณ์ ประเทศไทย,แมคคาเดเมีย เขาค้อ,เป็นหมู่บ้านม้งที่ใหญ่ที่สุดในประเทศไทยและมีกิจกรรมท่องเที่ยวซึ่งหาดูได้ยาก อาทิ เช่น ชมการจำลองวิถีชีวิตชาวม้ง ชมการแสดงทางวัฒนธรรม อาทิ วิถีชีวิต 12 เดือนของม้ง รำแคน ระบำกระดัง ระบำขลุ่ย เดินแบบชุดม้ง และเลือกซื้อผลิตภัณฑ์ของชาวม้ง อาทิ ผ้าปักลาย พืชผักการเกษตร  นอกจากนี้ยังสามารถเชื่อมโยงกับแหล่งท่องเที่ยวใกล้เคียง เช่น ภูทับเบิก เขาค้อ ทุ่งแสลงหลวง เป็นต้น ,"wholesaler, point_of_interest, establishment",429 ตำบล เข็กน้อย อำเภอเขาค้อ เพชรบูรณ์ 67280,"{'latitude': 16.8042592, 'longitude': 100.97717560000001}",4.6,5.0,ChIJf6U-tERnIDERUvCQ2lrUIfY,https://maps.google.com/?cid=17735690294240800850&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
6137,ไม่ตรง,"distance>=10km (+0), name_sim>0.92 (+4), type_match:'park' (+2)",6,20018.08,park,อุทยานแห่งชาติภูชี้ฟ้า เทิง เชียงราย ประเทศไทย,อุทยานแห่งชาติภูชี้ฟ้า,"ภูชี้ฟ้าเป็นยอดเขาสูงที่สุดในเทือกเขาดอยผาหม่น ติดชายแดนไทยลาว อยู่ในพื้นที่เขตอำเภอเทิง จังหวัดเชียงราย ตั้งอยู่ในเขตป่าสงวน มีเอกลักษณ์ทางธรรมชาติเป็นหน้าผาปลายยอดแหลมตามแนวยาว ที่ชี้ขึ้นฟ้าทางฝั่งประเทศลาว จึงเป็นที่มาของชื่อเรียกว่า """"ภูชี้ฟ้า"""" เป็นจุดชมวิวพระอาทิตย์ขึ้น และทะเลหมอกที่มีเชื่อเสียงแห่งหนึ่งของประเทศไทย ","national_park, tourist_attraction, park, point_of_interest, establishment","Unnamed Road, VC2W+2C2 ตำบล ตับเต่า อำเภอ เวียงแก่น เชียงราย 57310","{'latitude': 19.8500121, 'longitude': 100.4460122}",4.7,587.0,ChIJK4RHcx3Q1zARV-2NOr1YWR4,https://maps.google.com/?cid=2186876663819529559&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
6142,ไม่ตรง,"distance<10km (+1), name_sim>0.6 (+1), district_match (+2)",4,8149.26,tourist_attraction,อนุสาวรีย์จีนฮ่อ เขาค้อ เพชรบูรณ์ ประเทศไทย,อนุสรณ์จีนฮ่อ ทภ. 3,เป็นอนุสาวรีย์ทหารอาสาจากหน่วยรบกองพลที่ 93 ซึ่งมาช่วยรบในพื้นที่เขาค้อ และเสียชีวิตในการสู้รบ,"monument, point_of_interest, establishment",JXCW+2GX ตำบล เขาค้อ อำเภอเขาค้อ เพชรบูรณ์ 67270,"{'latitude': 16.6201205, 'longitude': 100.996352}",4.6,5.0,ChIJOe0j6glAIDERObXcKQg8F_s,https://maps.google.com/?cid=18092996033743992121&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
6180,ไม่ตรง,"distance>=10km (+0), name_sim<=0.6 (+0), district_match (+2)",2,10676.4,tourist_attraction,การท่องเที่ยวโดยชุมชนบ้านเกาะพิทักษ์ หลังสวน ชุมพร ประเทศไทย,บ้านท้องครก,เป็นเกาะขนาดเล็ก ห่างจากที่ว่าการอำเภอหลังสวนประมาณ 25 กิโลเมตร มีเรือหางยาวของชาวบ้านบริการจากท่าเรืออ่าวครกไปยังเกาะพิทักษ์ คนละ 20 บาท   ในอดีตชาวบ้านเรียกว่า “เกาะผีทัก” ซึ่งมีเรื่องเล่าว่า มีเรือประมงลอยเรือหาปลามายังเกาะพิทักษ์ และมองเห็นมีชาวบ้านบนเกาะกวักมือเรียก แต่พอเข้าไปยังเกาะกลับไม่มีชาวบ้านอาศัยอยู่บนเกาะเลยแม้แต่คนเดียว  ปัจจุบัน บริเวณเกาะมีโขดหินสวยงาม น้ำทะเลใส สามารถเล่นน้ำได้และมีหมู่บ้านชาวประมงกระจายอยู่รอบเกาะ ทางทิศตะวันออกมีหาดทรายขนาดเล็ก ๆ ด้านหลังเกาะมีจุดชมวิวสูงประมาณ 200 เมตร   หากวันที่น้ำทะเลลดระดับสามารถเดินเท้าจากท่าเรืออ่าวครกข้ามมายังเกาะได้  ชาวบ้านบนเกาะได้จัดกิจกรรมท่องเที่ยวแบบโฮมสเตย์ ซึ่งเป็นการท่องเที่ยวเชิงอนุรักษ์ ,"point_of_interest, establishment",4012 บางน้ำจืด ตำบล ปากน้ำ อำเภอหลังสวน ชุมพร 86110,"{'latitude': 9.9494814, 'longitude': 99.1567455}",5.0,1.0,ChIJBemqL0R2VjARIp-m0dsW3vo,https://maps.google.com/?cid=18076911087682756386&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
6182,ไม่ตรง,"distance>=10km (+0), name_sim>0.92 (+4), district_match (+2)",6,29732.01,tourist_attraction,เขตห้ามล่าสัตว์ป่าวังโป่ง ชนแดน วังโป่ง เพชรบูรณ์ ประเทศไทย,เขตห้ามล่าสัตว์ป่าวังโป่ง-ชนแดน,พื้นที่ป่าสงวนแห่งชาติป่าวังโป่ง ป่าชนแดน และป่าวังกำแพง เป็นป่าต้นน้ำลำธารลักษณะ ทั่วไปเป็นป่าดิบแล้งและป่าผสมผลัดใบ มีภูเขาสลับซับซ้อน ประกอบด้วย เทือกเขาใหญ่ เขาเขียว มีพันธุ์ไม้เศรษฐกิจที่สำคัญ และมีสัตว์ป่าชนิดต่างๆ จำนวนมาก โดยเฉพาะนกนางแอ่น ซึ่งอพยพมาอาศัยอยู่ในช่วงฤดูหนาวเป็นประจำทุกปี จึงเป็นที่สนใจของประชาชนทั่วไป นอกจากจะมีพันธุ์ไม้และสัตว์ป่านานาชนิดเป็นจำนวนมาก,"wildlife_refuge, park, point_of_interest, establishment",Unnamed Road 9VJF+R67 ตำบล วังโป่ง อำเภอ วังโป่ง เพชรบูรณ์ 67240,"{'latitude': 16.3820475, 'longitude': 100.8730507}",4.5,4.0,ChIJYdH0k9AbIDERM7TsyHYWM2w,https://maps.google.com/?cid=7796600079341368371&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
6188,ไม่ตรง,"distance>=10km (+0), name_sim>0.6 (+1), district_match (+2)",3,22396.8,tourist_attraction,จุดชมวิวหินช้างสี บ้านฝาง ขอนแก่น ประเทศไทย,หินช้างสี,เป็นกลุ่มหินใหญ่บนสันเขาป่าโสกแต้ ด้านข้างของหินมีรอยดินที่ช้างใช้ลำตัวสีก้อนหินติดอยู่ ใช้เวลาเดินเท้าจากที่ทำการประมาณ ๒ ชั่วโมง หรือโดยรถยนต์จากสวนป่าโสกแต้ ๘ กิโลเมตร จากจุดนี้จะมองเห็นทัศนียภาพของอ่างเก็บน้ำอุบลรัตน์ และเมืองขอนแก่น ,"tourist_attraction, point_of_interest, establishment",MJ35+352 ตำบล โคกงาม อำเภอ บ้านฝาง ขอนแก่น 40270,"{'latitude': 16.6526285, 'longitude': 102.6078995}",4.7,710.0,ChIJK8k5M8VEIjERfro8eZfv9z8,https://maps.google.com/?cid=4609416177490115198&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
6194,ไม่ตรง,"distance>=10km (+0), name_sim>0.85 (+3), district_match (+2)",5,16891.96,tourist_attraction,น้ำพุร้อน นาทวี สงขลา ประเทศไทย,บ่อน้ำพุร้อน,บ่อน้ำร้อน อยู่ใกล้กับถ้ำตลอด,"tourist_attraction, point_of_interest, establishment",GMGR+HPJ นาทวี อำเภอ นาทวี สงขลา 90160,"{'latitude': 6.5264625, 'longitude': 100.69175489999999}",3.3,22.0,ChIJG5qSQD5MszER3p53c6Zy-Nk,https://maps.google.com/?cid=15706429759681961694&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
6204,ไม่ตรง,"distance>=10km (+0), name_sim>0.6 (+1), district_match (+2)",3,36143.59,park,เขาหินพับผ้า ขนอม นครศรีธรรมราช ประเทศไทย,เขาหินพับผ้า (Pancake Rock),เขาหินพับผ้า เป็นปรากฏการณ์ทางธรณีวิทยา มีลักษณะเป็นแผ่นหินที่ทับซ้อนเรียงกันเป็นชั้น ๆ สูงขึ้นไป ลักษณะนี้คล้ายกับ Pancake Rock ที่เมือง Punakaiki ประเทศนิวซีแลนด์ ทำให้ที่นี่มีชื่อเรียกอีกอย่างหนึ่งว่า  แพนเค้กร็อกเมืองไทย  โดยบางจุดสามารถขึ้นไปยืนได้ชาวบ้านเรียกว่า  เวทีพุ่มพวง  ซึ่งการไปล่องเรือเที่ยวชมเขาหินพับผ้านั้น จะอยู่ในโปรแกรมเดียวกับการไปล่องเรือชมโลมาสีชมพู,"tourist_attraction, point_of_interest, establishment",8Q8W+R7 ตำบล ท้องเนียน อำเภอ ขนอม นครศรีธรรมราช 80210,"{'latitude': 9.3170679, 'longitude': 99.79566829999999}",,,ChIJ-Uj3NgBlVDARQnxncL76RA0,https://maps.google.com/?cid=956164716745948226&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
6208,ไม่ตรง,"distance<10km (+1), name_sim>0.6 (+1), district_match (+2)",4,7370.74,tourist_attraction,ศูนย์วิทยาศาสตร์เพื่อการศึกษาขอนแก่น บ้านไผ่ ขอนแก่น ประเทศไทย,ศูนย์วิทยาศาสตร์เพื่อการศึกษาจังหวัดขอนแก่น กรมส่งเสริมการเรียนรู้ กระทรวงศึกษาธิการ,บนเนื้อที่ 51 ไร่ 3 งาน 99.6 ตารางวา เป็นแหล่งวิทยาการด้านวิทยาศาสตร์ และเทคโนโลยีสำหรับเด็ก เยาวชน นิสิต นักศึกษา และประชาชนทั่วไป ภายในอาคาร 2 ชั้น ได้จัดให้มีนิทรรศการต่าง ๆ มากมาย เช่นห้องเจ้าฟ้านักวิทยาศาสตร์ ซึ่งเก็บรวบรวมพระราชประวัติและผลงานของศาสตราจารย์ ดร.สมเด็จพระเจ้าลูกเธอเจ้าฟ้าจุฬาภรณ์วลัยลักษณ์ อัครราชกุมารี หรือห้องนิทรรศการโลกดึกดำบรรพ์ ที่จัดแสดงเรื่องราวของไดโนเสาร์และฟอสซิลด้วยระบบเสียง นอกจากนี้ยังจัดแสดงนิทรรศการเกี่ยวกับวิทยาศาสตร์ นิทรรศการสิ่งแวดล้อม เป็นต้น ,"museum, point_of_interest, establishment",3P28+6H8 ตำบล ในเมือง อำเภอบ้านไผ่ ขอนแก่น 40110,"{'latitude': 16.0505375, 'longitude': 102.7164686}",4.5,19.0,ChIJl9OEvKmGGDERfy3Nvb5BicU,https://maps.google.com/?cid=14233980384765095295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
6209,ไม่ตรง,"distance<10km (+1), name_sim>0.6 (+1), district_match (+2)",4,5874.72,tourist_attraction,ศูนย์ภาษาและวัฒนธรรมจีนสิรินธร เมืองเชียงราย เชียงราย ประเทศไทย,ศูนย์ภาษาและวัฒนธรรมจีนสิรินธร มหาวิทยาลัยแม่ฟ้าหลวง,เกิดขึ้นจากความร่วมมือร่วมใจของรัฐบาลประเทศทั้งสอง ทีมีความปรารถนาดีให้มีการศึกษาทางด้านภาษาและวัฒนธรรมจีนเกิดขึ้นในประเทศไทย และที่สำคัญที่สุดนั้นก็คือรัฐบาลประเทศสาธารณรัฐประชาชนจีนได้ตั้งใจมอบศูนย์ภาษาและวัฒนธรรมจีนแห่งนี้ให้เป็นของขวัญแก่ประชาชนชาวไทย และเพื่อร่วมเฉลิมฉลองในวโรกาสครบรอบ 100 ปี แห่งวาระวันคล้ายวันพระราชสมภพของสมเด็จพระศรีนครินทราบรมราชชนนี ,"point_of_interest, establishment",2VXR+MQP ตำบล นางแล อำเภอเมืองเชียงราย เชียงราย 57100,"{'latitude': 20.0492039, 'longitude': 99.8919428}",4.7,29.0,ChIJmUoyEgMA1zARzGe3rZoitVs,https://maps.google.com/?cid=6608226075970856908&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
6215,ไม่ตรง,"distance<5km (+2), name_sim>0.6 (+1), district_match (+2)",5,2800.41,park,สวนพฤกษชาติภูเก็ต เมืองภูเก็ต ภูเก็ต ประเทศไทย,บริษัท สวนพฤกษชาติ ภูเก็ต จำกัด,สวนแสดงพันธุ์พืช พันธุ์ไม้ หลากหลายสวน เช่น สวนกล้วยไม้ สวนบัว สวนป่าร้อนชื้น สวนบาหลี สวนญี่ปุ่น สวนสมุนไพร สวนเฟิร์น สวนปาล์ม สวนไม้เลื้อย ฯลฯ,"tourist_attraction, point_of_interest, establishment",98 89 หมู่ที่ 4 ซอย เจ้าฟ้า 48 ตำบล ฉลอง อำเภอเมืองภูเก็ต ภูเก็ต 83130,"{'latitude': 7.824735899999999, 'longitude': 98.33049729999999}",3.7,668.0,ChIJVQyEQbEvUDARoqveyuFNRKQ,https://maps.google.com/?cid=11836671352803077026&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
6224,ไม่ตรง,"distance<10km (+1), name_sim<=0.6 (+0), district_match (+2)",3,9550.48,tourist_attraction,กลุ่มท่องเที่ยวชุมชนบ้านคันนา เมืองตราด ตราด ประเทศไทย,วิสาหกิจชุมชนท่องเที่ยวเชิงอนุรักษ์ธรรมชาติและวัฒนธรรม(ชุมชนรักษ์คลองบางพระ)​,เป็่นส่วนหนึ่งของกิจกรรมท่องเที่ยวชุมชนบ้านคันนา ซึ่งมีการทำฟาร์มปูนิ่มเป็นอาชีพหลัก  นักท่องเที่ยวสามารถเดินทางเข้ามาพักหรือ ทานอาหาร พร้อมทั้งทำกิจกรรมในชุมชนได้ อาทิล่องแพ กินหอยนางรมสด ล่องแพแขวนหอยนางรม งมหอยปากเป็ด ตะลุยลานปูใบ้ หรือพักโฮมสเตย์,"tourist_attraction, point_of_interest, establishment",6GR7+38P ตำบล บางพระ อำเภอเมืองตราด ตราด 23000,"{'latitude': 12.2402064, 'longitude': 102.51331739999999}",4.4,15.0,ChIJieJe0M9BBDERPCSoL3GdXn8,https://maps.google.com/?cid=9177946200084063292&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
